# T 	 Vavg
1.000000000000000021e-03	-2.531775553155580019e-02
2.000000000000000042e-03	-3.675127757441216253e-02
3.000000000000000062e-03	-3.688049094323431892e-02
4.000000000000000083e-03	-3.674445354876106073e-02
5.000000000000000104e-03	-3.657278942296646185e-02
6.000000000000000125e-03	-3.640653134346689274e-02
7.000000000000000146e-03	-3.625808662962799050e-02
8.000000000000000167e-03	-3.613516554419839849e-02
8.999999999999999320e-03	-3.604476936024874484e-02
1.000000000000000021e-02	-3.599381072713987023e-02
1.099999999999999936e-02	-3.598911367052286953e-02
1.200000000000000025e-02	-3.603767946346837781e-02
1.299999999999999940e-02	-3.614633213162747605e-02
1.400000000000000029e-02	-3.632180707694152716e-02
1.499999999999999944e-02	-3.657101694877137182e-02
1.600000000000000033e-02	-3.690087439647787154e-02
1.700000000000000122e-02	-3.731802619829262258e-02
1.799999999999999864e-02	-3.782894188502770871e-02
1.899999999999999953e-02	-3.842919027119540143e-02
2.000000000000000042e-02	-3.909218424386932261e-02
2.100000000000000130e-02	-3.978531027785980889e-02
2.199999999999999872e-02	-4.047577760055764973e-02
2.299999999999999961e-02	-4.113070681564390263e-02
2.400000000000000050e-02	-4.171730715050939176e-02
2.500000000000000139e-02	-4.220278783254492044e-02
2.599999999999999881e-02	-4.255453533656079756e-02
2.699999999999999969e-02	-4.273984751365760004e-02
2.800000000000000058e-02	-4.272602221493589092e-02
2.900000000000000147e-02	-4.248062316262549154e-02
2.999999999999999889e-02	-4.197112545524647742e-02
3.099999999999999978e-02	-4.116500419131892408e-02
3.200000000000000067e-02	-4.001847925822407670e-02
3.300000000000000155e-02	-3.832762749981666328e-02
3.400000000000000244e-02	-3.565801549087980332e-02
3.500000000000000333e-02	-3.152983446680226315e-02
3.599999999999999728e-02	-2.546168043619721766e-02
3.699999999999999817e-02	-1.697161766541933209e-02
3.799999999999999906e-02	-5.576682385790110268e-03
3.899999999999999994e-02	9.207826196080133585e-03
4.000000000000000083e-02	2.786985250135810485e-02
4.100000000000000172e-02	5.090209118205334116e-02
4.200000000000000261e-02	7.880056914166216897e-02
4.299999999999999656e-02	1.115515497051726146e-01
4.399999999999999745e-02	1.465118307291547184e-01
4.499999999999999833e-02	1.793008308641498849e-01
4.599999999999999922e-02	2.053615189545782149e-01
4.700000000000000011e-02	2.202316912142972538e-01
4.800000000000000100e-02	2.218854096383174601e-01
4.900000000000000189e-02	2.124009002203836038e-01
5.000000000000000278e-02	1.948126387824919703e-01
5.099999999999999672e-02	1.722251138773451540e-01
5.199999999999999761e-02	1.477694011705720512e-01
5.299999999999999850e-02	1.243381785485617314e-01
5.399999999999999939e-02	1.031987650608045676e-01
5.500000000000000028e-02	8.434336182084213596e-02
5.600000000000000117e-02	6.762972777451835282e-02
5.700000000000000205e-02	5.290507564621634018e-02
5.800000000000000294e-02	4.001387082531683570e-02
5.899999999999999689e-02	2.879818586103720379e-02
5.999999999999999778e-02	1.909885257065823544e-02
6.099999999999999867e-02	1.075537341581440584e-02
6.199999999999999956e-02	3.606435520010450348e-03
6.300000000000000044e-02	-2.509415791184502545e-03
6.400000000000000133e-02	-7.735697753347000813e-03
6.500000000000000222e-02	-1.216387003494375819e-02
6.600000000000000311e-02	-1.586532789655305600e-02
6.700000000000000400e-02	-1.891052718742977645e-02
6.800000000000000488e-02	-2.137001238053855626e-02
6.900000000000000577e-02	-2.331423932513427416e-02
7.000000000000000666e-02	-2.481375249418156861e-02
7.099999999999999367e-02	-2.593909636064507460e-02
7.199999999999999456e-02	-2.676081539748943403e-02
7.299999999999999545e-02	-2.734936545396952218e-02
7.399999999999999634e-02	-2.777520237934022473e-02
7.499999999999999722e-02	-2.810851615172715173e-02
7.599999999999999811e-02	-2.841985124409495203e-02
7.699999999999999900e-02	-2.877682754698635340e-02
7.799999999999999989e-02	-2.921657839478852131e-02
7.900000000000000078e-02	-2.973343187007716423e-02
8.000000000000000167e-02	-3.031418304009884934e-02
8.100000000000000255e-02	-3.094509522984162028e-02
8.200000000000000344e-02	-3.161252038800327346e-02
8.300000000000000433e-02	-3.230281046328160183e-02
8.400000000000000522e-02	-3.300214015695489972e-02
8.500000000000000611e-02	-3.369703866514047602e-02
8.599999999999999312e-02	-3.437368068911660079e-02
8.699999999999999400e-02	-3.501859542500059680e-02
8.799999999999999489e-02	-3.561804619778049380e-02
8.899999999999999578e-02	-3.615847357986385485e-02
8.999999999999999667e-02	-3.662640676736796802e-02
9.099999999999999756e-02	-3.701014743060525303e-02
9.199999999999999845e-02	-3.730880933247814751e-02
9.299999999999999933e-02	-3.752868475637922974e-02
9.400000000000000022e-02	-3.767677497537911396e-02
9.500000000000000111e-02	-3.776016988625816723e-02
9.600000000000000200e-02	-3.778578213837723715e-02
9.700000000000000289e-02	-3.776070162851669076e-02
9.800000000000000377e-02	-3.769184100603739651e-02
9.900000000000000466e-02	-3.758629016771970754e-02
1.000000000000000056e-01	-3.745096176292447843e-02
1.010000000000000064e-01	-3.727628443099822303e-02
1.019999999999999934e-01	-3.711977495957165946e-02
1.029999999999999943e-01	-3.693774185973577179e-02
1.039999999999999952e-01	-3.675349316715602332e-02
1.049999999999999961e-01	-3.657420740232253387e-02
1.059999999999999970e-01	-3.640679721459615104e-02
1.069999999999999979e-01	-3.625808662962799050e-02
1.079999999999999988e-01	-3.613516554419839849e-02
1.089999999999999997e-01	-3.604476936024874484e-02
1.100000000000000006e-01	-3.599381072713987023e-02
1.110000000000000014e-01	-3.598911367052286953e-02
1.120000000000000023e-01	-3.603767946346837781e-02
1.130000000000000032e-01	-3.614633213162747605e-02
1.140000000000000041e-01	-3.632180707694152716e-02
1.150000000000000050e-01	-3.657101694877137182e-02
1.160000000000000059e-01	-3.690087439647787154e-02
1.170000000000000068e-01	-3.731802619829262258e-02
1.179999999999999938e-01	-3.782894188502770871e-02
1.189999999999999947e-01	-3.842919027119540143e-02
1.199999999999999956e-01	-3.909218424386932261e-02
1.209999999999999964e-01	-3.978531027785980889e-02
1.219999999999999973e-01	-4.047577760055764973e-02
1.229999999999999982e-01	-4.113070681564390263e-02
1.239999999999999991e-01	-4.171730715050939176e-02
1.250000000000000000e-01	-4.220278783254492044e-02
1.260000000000000009e-01	-4.255453533656079756e-02
1.270000000000000018e-01	-4.273984751365760004e-02
1.280000000000000027e-01	-4.272602221493589092e-02
1.290000000000000036e-01	-4.248062316262549154e-02
1.300000000000000044e-01	-4.197112545524647742e-02
1.310000000000000053e-01	-4.116500419131892408e-02
1.320000000000000062e-01	-4.001847925822407670e-02
1.330000000000000071e-01	-3.832762749981666328e-02
1.340000000000000080e-01	-3.565801549087980332e-02
1.350000000000000089e-01	-3.152983446680226315e-02
1.360000000000000098e-01	-2.546168043619721766e-02
1.370000000000000107e-01	-1.697161766541933209e-02
1.380000000000000115e-01	-5.576682385790110268e-03
1.390000000000000124e-01	9.207826196080133585e-03
1.400000000000000133e-01	2.786985250135810485e-02
1.409999999999999865e-01	5.090209118205334116e-02
1.419999999999999873e-01	7.880056914166216897e-02
1.429999999999999882e-01	1.115515497051726146e-01
1.439999999999999891e-01	1.465118307291547184e-01
1.449999999999999900e-01	1.793008308641498849e-01
1.459999999999999909e-01	2.053615189545782149e-01
1.469999999999999918e-01	2.202316912142972538e-01
1.479999999999999927e-01	2.218854096383174601e-01
1.489999999999999936e-01	2.124009002203836038e-01
1.499999999999999944e-01	1.948126387824919703e-01
1.509999999999999953e-01	1.722251138773451540e-01
1.519999999999999962e-01	1.477694011705720512e-01
1.529999999999999971e-01	1.243381785485617314e-01
1.539999999999999980e-01	1.031987650608045676e-01
1.549999999999999989e-01	8.434336182084213596e-02
1.559999999999999998e-01	6.762972777451835282e-02
1.570000000000000007e-01	5.290507564621634018e-02
1.580000000000000016e-01	4.001387082531683570e-02
1.590000000000000024e-01	2.879818586103720379e-02
1.600000000000000033e-01	1.909885257065823544e-02
1.610000000000000042e-01	1.075537341581440584e-02
1.620000000000000051e-01	3.606435520010450348e-03
1.630000000000000060e-01	-2.509415791184502545e-03
1.640000000000000069e-01	-7.735697753347000813e-03
1.650000000000000078e-01	-1.216387003494375819e-02
1.660000000000000087e-01	-1.586532789655305600e-02
1.670000000000000095e-01	-1.891052718742977645e-02
1.680000000000000104e-01	-2.137001238053855626e-02
1.690000000000000113e-01	-2.331423932513427416e-02
1.700000000000000122e-01	-2.481375249418156861e-02
1.710000000000000131e-01	-2.593909636064507460e-02
1.719999999999999862e-01	-2.676081539748943403e-02
1.729999999999999871e-01	-2.734936545396952218e-02
1.739999999999999880e-01	-2.777520237934022473e-02
1.749999999999999889e-01	-2.810851615172715173e-02
1.759999999999999898e-01	-2.841985124409495203e-02
1.769999999999999907e-01	-2.877682754698635340e-02
1.779999999999999916e-01	-2.921657839478852131e-02
1.789999999999999925e-01	-2.973343187007716423e-02
1.799999999999999933e-01	-3.031418304009884934e-02
