#Ts				PositionIn
4.000000000000000083e-02	0.000000000000000000e+00
5.999999999999999778e-02	-7.729596650119062570e-04
8.000000000000000167e-02	-1.549018904768610389e-03
1.000000000000000056e-01	-2.327805451213831988e-03
1.199999999999999956e-01	-3.115114277090347186e-03
1.400000000000000133e-01	-3.914612222752525232e-03
1.600000000000000033e-01	-4.721008650038600700e-03
1.799999999999999933e-01	-5.513768543882089160e-03
2.000000000000000111e-01	-6.216331433098711695e-03
2.200000000000000011e-01	-6.621248284268247547e-03
2.399999999999999911e-01	-6.555805332679048858e-03
2.600000000000000089e-01	-6.345007659457325283e-03
2.800000000000000266e-01	-6.434931667509584570e-03
2.999999999999999889e-01	-6.841615019241426704e-03
3.200000000000000067e-01	-7.430251474300804057e-03
3.400000000000000244e-01	-8.110761912945343641e-03
3.599999999999999867e-01	-8.830764674246226187e-03
3.800000000000000044e-01	-9.565226504123568868e-03
4.000000000000000222e-01	-1.030997002317439286e-02
4.199999999999999845e-01	-1.106776596936044632e-02
4.400000000000000022e-01	-1.183790703337479419e-02
4.600000000000000200e-01	-1.261565743373003340e-02
4.799999999999999822e-01	-1.339554305729379752e-02
5.000000000000000000e-01	-1.417417626475392899e-02
5.200000000000000178e-01	-1.495076997507715881e-02
5.400000000000000355e-01	-1.572711816575373886e-02
5.600000000000000533e-01	-1.650761891796288447e-02
5.799999999999999600e-01	-1.729815052158377789e-02
5.999999999999999778e-01	-1.810055393078997474e-02
6.199999999999999956e-01	-1.890631307061779731e-02
6.400000000000000133e-01	-1.968628555672802954e-02
6.600000000000000311e-01	-2.033495200856777485e-02
6.800000000000000488e-01	-2.061224468063279844e-02
6.999999999999999556e-01	-2.045527957422572582e-02
7.199999999999999734e-01	-2.029750188642351696e-02
7.399999999999999911e-01	-2.048691202413930115e-02
7.600000000000000089e-01	-2.095493008355352529e-02
7.800000000000000266e-01	-2.157567997658224254e-02
8.000000000000000444e-01	-2.227092691214042561e-02
8.199999999999999512e-01	-2.299628412898415200e-02
8.399999999999999689e-01	-2.373339526652869236e-02
8.599999999999999867e-01	-2.448148122091341194e-02
8.800000000000000044e-01	-2.524292539405102037e-02
9.000000000000000222e-01	-2.601571133396999441e-02
9.200000000000000400e-01	-2.679452978910575739e-02
9.399999999999999467e-01	-2.757430107319509480e-02
9.599999999999999645e-01	-2.835234574258529289e-02
9.799999999999999822e-01	-2.912858491190253515e-02
1.000000000000000000e+00	-2.990552164064905205e-02
1.020000000000000018e+00	-3.068821168357013449e-02
1.040000000000000036e+00	-3.148214333543839644e-02
1.060000000000000053e+00	-3.228682378425551391e-02
1.080000000000000071e+00	-3.309017736335775201e-02
1.100000000000000089e+00	-3.385000748856562686e-02
1.120000000000000107e+00	-3.442564115223060994e-02
1.139999999999999902e+00	-3.456707137083266795e-02
1.159999999999999920e+00	-3.435487973101068737e-02
1.179999999999999938e+00	-3.427896133358823705e-02
1.199999999999999956e+00	-3.455937171517051848e-02
1.219999999999999973e+00	-3.507932737290356262e-02
1.239999999999999991e+00	-3.572646841206507384e-02
1.260000000000000009e+00	-3.643318120375671487e-02
1.280000000000000027e+00	-3.716257398360103131e-02
1.300000000000000044e+00	-3.790236545115080458e-02
1.320000000000000062e+00	-3.865401276994060581e-02
1.340000000000000080e+00	-3.941894651292959795e-02
1.360000000000000098e+00	-4.019396074307116790e-02
1.379999999999999893e+00	-4.097345725788087423e-02
1.399999999999999911e+00	-4.175291388682739191e-02
1.419999999999999929e+00	-4.253036292732755019e-02
1.439999999999999947e+00	-4.330643368966694690e-02
1.459999999999999964e+00	-4.408433831535979452e-02
1.479999999999999982e+00	-4.486966880242292122e-02
1.500000000000000000e+00	-4.566700316159609530e-02
1.520000000000000018e+00	-4.647308050197678647e-02
1.540000000000000036e+00	-4.727136059928341294e-02
1.560000000000000053e+00	-4.800106626156551426e-02
1.580000000000000071e+00	-4.848152782393719273e-02
1.600000000000000089e+00	-4.849281375051011506e-02
1.620000000000000107e+00	-4.826743291935983726e-02
1.639999999999999902e+00	-4.828932050836413914e-02
1.659999999999999920e+00	-4.864931169596065780e-02
1.679999999999999938e+00	-4.921292730587536329e-02
1.699999999999999956e+00	-4.988152605307142468e-02
1.719999999999999973e+00	-5.059696675797782650e-02
1.739999999999999991e+00	-5.132955927040112887e-02
1.760000000000000009e+00	-5.207223049727199155e-02
1.780000000000000027e+00	-5.282755795170389346e-02
1.800000000000000044e+00	-5.359572510866743994e-02
1.820000000000000062e+00	-5.437252799818419191e-02
1.840000000000000080e+00	-5.515235246342442554e-02
1.860000000000000098e+00	-5.593134907541569278e-02
1.879999999999999893e+00	-5.670825832723423721e-02
1.899999999999999911e+00	-5.748440088412733878e-02
1.919999999999999929e+00	-5.826370683314632815e-02
1.939999999999999947e+00	-5.905206066863798176e-02
1.959999999999999964e+00	-5.985258146510241684e-02
1.979999999999999982e+00	-6.065892648394262399e-02
2.000000000000000000e+00	-6.144809930915808710e-02
2.020000000000000018e+00	-6.213459085457354036e-02
2.040000000000000036e+00	-6.249858348059882801e-02
2.060000000000000053e+00	-6.239911389913675027e-02
2.080000000000000071e+00	-6.220211992544193158e-02
2.100000000000000089e+00	-6.232582601870818167e-02
2.120000000000000107e+00	-6.275406989536633229e-02
2.140000000000000124e+00	-6.335409952565293490e-02
2.160000000000000142e+00	-6.403991921586206504e-02
2.180000000000000160e+00	-6.476188613433608854e-02
2.200000000000000178e+00	-6.549724140754850654e-02
2.220000000000000195e+00	-6.624306893572512456e-02
2.240000000000000213e+00	-6.700209159379187651e-02
2.259999999999999787e+00	-6.777315800983184368e-02
2.279999999999999805e+00	-6.855131081422884132e-02
2.299999999999999822e+00	-6.933118402885739273e-02
2.319999999999999840e+00	-7.010962489782178453e-02
2.339999999999999858e+00	-7.088608299621021458e-02
2.359999999999999876e+00	-7.166258807128195185e-02
2.379999999999999893e+00	-7.244376511046000944e-02
2.399999999999999911e+00	-7.323541706365979675e-02
2.419999999999999929e+00	-7.403866162140269880e-02
2.439999999999999947e+00	-7.484385083656340532e-02
2.459999999999999964e+00	-7.561804607698116576e-02
2.479999999999999982e+00	-7.624467957800415419e-02
2.500000000000000000e+00	-7.647697236333655946e-02
2.520000000000000018e+00	-7.629718834188362053e-02
2.540000000000000036e+00	-7.616408203702000612e-02
2.560000000000000053e+00	-7.638498404027697919e-02
2.580000000000000071e+00	-7.687130173371495290e-02
